;Hours;Oslo
04.02.2019;06 - 07;518,87
04.02.2019;07 - 08;586,76
04.02.2019;08 - 09;603,3
04.02.2019;09 - 10;590,82
04.02.2019;10 - 11;580,28
04.02.2019;11 - 12;531,53
04.02.2019;12 - 13;524,47
04.02.2019;13 - 14;520,32
04.02.2019;14 - 15;523,12
04.02.2019;15 - 16;522,35
04.02.2019;16 - 17;527,28
04.02.2019;17 - 18;536,76
04.02.2019;18 - 19;524,18
04.02.2019;19 - 20;512,19
04.02.2019;20 - 21;504,65
04.02.2019;21 - 22;499,62
04.02.2019;22 - 23;489,27
04.02.2019;23 - 00;474,76
05.02.2019;00 - 01;464,74
05.02.2019;01 - 02;462,61
05.02.2019;02 - 03;461,16
05.02.2019;03 - 04;460,28
05.02.2019;04 - 05;463
05.02.2019;05 - 06;482,28
05.02.2019;06 - 07;497,88
05.02.2019;07 - 08;519,49
05.02.2019;08 - 09;531,99
05.02.2019;09 - 10;531,31
05.02.2019;10 - 11;528,6
05.02.2019;11 - 12;524,14
05.02.2019;12 - 13;518,33
05.02.2019;13 - 14;517,46
05.02.2019;14 - 15;519,49
05.02.2019;15 - 16;519,69
05.02.2019;16 - 17;528,41
05.02.2019;17 - 18;553,5
05.02.2019;18 - 19;548,95
05.02.2019;19 - 20;534,8
05.02.2019;20 - 21;520,27
05.02.2019;21 - 22;509,7
05.02.2019;22 - 23;493,23
05.02.2019;23 - 00;480,44
06.02.2019;00 - 01;477,11
06.02.2019;01 - 02;474,21
06.02.2019;02 - 03;473,15
06.02.2019;03 - 04;474,21
06.02.2019;04 - 05;480,21
06.02.2019;05 - 06;494,91
06.02.2019;06 - 07;506,23
06.02.2019;07 - 08;580,8
06.02.2019;08 - 09;617,84
06.02.2019;09 - 10;530,41
06.02.2019;10 - 11;519,67
06.02.2019;11 - 12;515,71
06.02.2019;12 - 13;514,45
06.02.2019;13 - 14;510,77
06.02.2019;14 - 15;511,93
06.02.2019;15 - 16;520,35
06.02.2019;16 - 17;535,53
06.02.2019;17 - 18;582,93
06.02.2019;18 - 19;589,02
06.02.2019;19 - 20;551,88
06.02.2019;20 - 21;511,55
06.02.2019;21 - 22;499,36
06.02.2019;22 - 23;485,53
06.02.2019;23 - 00;465,9
07.02.2019;00 - 01;463,36
07.02.2019;01 - 02;458,99
07.02.2019;02 - 03;455,99
07.02.2019;03 - 04;454,24
07.02.2019;04 - 05;457,83
07.02.2019;05 - 06;474,9
07.02.2019;06 - 07;488,18
07.02.2019;07 - 08;508,64
07.02.2019;08 - 09;514,37
07.02.2019;09 - 10;504,09
07.02.2019;10 - 11;499,14
07.02.2019;11 - 12;497,98
07.02.2019;12 - 13;495,46
07.02.2019;13 - 14;492,64
07.02.2019;14 - 15;491,67
07.02.2019;15 - 16;491,58
07.02.2019;16 - 17;492,26
07.02.2019;17 - 18;498,17
07.02.2019;18 - 19;498,46
07.02.2019;19 - 20;488,86
07.02.2019;20 - 21;482,17
07.02.2019;21 - 22;473,44
07.02.2019;22 - 23;469,17
07.02.2019;23 - 00;461,42
08.02.2019;00 - 01;471,06
08.02.2019;01 - 02;467,94
08.02.2019;02 - 03;466,48
08.02.2019;03 - 04;465,7
08.02.2019;04 - 05;464,83
08.02.2019;05 - 06;467,36
08.02.2019;06 - 07;486,24
08.02.2019;07 - 08;508,33
08.02.2019;08 - 09;513,88
08.02.2019;09 - 10;513,3
08.02.2019;10 - 11;499,77
08.02.2019;11 - 12;493,05
08.02.2019;12 - 13;489,26
08.02.2019;13 - 14;484,98
08.02.2019;14 - 15;485,75
08.02.2019;15 - 16;480,99
08.02.2019;16 - 17;483,81
08.02.2019;17 - 18;490,72
08.02.2019;18 - 19;493,05
08.02.2019;19 - 20;478,55
08.02.2019;20 - 21;476,61
08.02.2019;21 - 22;469,21
08.02.2019;22 - 23;466,87
08.02.2019;23 - 00;467,36
09.02.2019;00 - 01;466,24
09.02.2019;01 - 02;461,45
09.02.2019;02 - 03;460,18
09.02.2019;03 - 04;459,59
09.02.2019;04 - 05;459,5
09.02.2019;05 - 06;459,01
09.02.2019;06 - 07;462,13
09.02.2019;07 - 08;461,35
09.02.2019;08 - 09;461,45
09.02.2019;09 - 10;470,53
09.02.2019;10 - 11;475,71
09.02.2019;11 - 12;475,13
09.02.2019;12 - 13;472,39
09.02.2019;13 - 14;467,12
09.02.2019;14 - 15;464,87
09.02.2019;15 - 16;464,87
09.02.2019;16 - 17;470,05
09.02.2019;17 - 18;482,55
09.02.2019;18 - 19;482,06
09.02.2019;19 - 20;472,88
09.02.2019;20 - 21;468,87
09.02.2019;21 - 22;463,6
09.02.2019;22 - 23;467,21
09.02.2019;23 - 00;465,94
10.02.2019;00 - 01;461,69
10.02.2019;01 - 02;455,11
10.02.2019;02 - 03;454,62
10.02.2019;03 - 04;454,33
10.02.2019;04 - 05;454,13
10.02.2019;05 - 06;454,13
10.02.2019;06 - 07;459,53
10.02.2019;07 - 08;458,16
10.02.2019;08 - 09;457,47
10.02.2019;09 - 10;462,57
10.02.2019;10 - 11;468,06
10.02.2019;11 - 12;468,65
10.02.2019;12 - 13;468,26
10.02.2019;13 - 14;461,98
10.02.2019;14 - 15;460,12
10.02.2019;15 - 16;461,49
10.02.2019;16 - 17;472,97
10.02.2019;17 - 18;484,74
10.02.2019;18 - 19;487,88
10.02.2019;19 - 20;485,43
10.02.2019;20 - 21;472,28
10.02.2019;21 - 22;463,55
10.02.2019;22 - 23;457,37
10.02.2019;23 - 00;456,68
11.02.2019;00 - 01;456,59
11.02.2019;01 - 02;455,21
11.02.2019;02 - 03;455,21
11.02.2019;03 - 04;454,92
11.02.2019;04 - 05;453,25
11.02.2019;05 - 06;456,29
11.02.2019;06 - 07;465,71
11.02.2019;07 - 08;481,11
11.02.2019;08 - 09;484,74
11.02.2019;09 - 10;475,23
11.02.2019;10 - 11;473,36
11.02.2019;11 - 12;470,71
11.02.2019;12 - 13;470,03
11.02.2019;13 - 14;468,06
11.02.2019;14 - 15;466,4
11.02.2019;15 - 16;466
11.02.2019;16 - 17;467,67
11.02.2019;17 - 18;472,77
11.02.2019;18 - 19;475,91
11.02.2019;19 - 20;478,07
11.02.2019;20 - 21;470,52
11.02.2019;21 - 22;463,85
11.02.2019;22 - 23;466
11.02.2019;23 - 00;464,14
12.02.2019;00 - 01;455,45
12.02.2019;01 - 02;453,88
12.02.2019;02 - 03;453,68
12.02.2019;03 - 04;453,49
12.02.2019;04 - 05;450,74
12.02.2019;05 - 06;454,47
12.02.2019;06 - 07;470,07
12.02.2019;07 - 08;493,92
12.02.2019;08 - 09;510,5
12.02.2019;09 - 10;515,51
12.02.2019;10 - 11;509,23
12.02.2019;11 - 12;497,65
12.02.2019;12 - 13;490,88
12.02.2019;13 - 14;486,66
12.02.2019;14 - 15;490,48
12.02.2019;15 - 16;490,48
12.02.2019;16 - 17;493,72
12.02.2019;17 - 18;497,75
12.02.2019;18 - 19;495,59
12.02.2019;19 - 20;484,3
12.02.2019;20 - 21;470,37
12.02.2019;21 - 22;464,87
12.02.2019;22 - 23;459,87
12.02.2019;23 - 00;452,41
13.02.2019;00 - 01;440,2
13.02.2019;01 - 02;437,46
13.02.2019;02 - 03;437,16
13.02.2019;03 - 04;437,16
13.02.2019;04 - 05;436,77
13.02.2019;05 - 06;436,77
13.02.2019;06 - 07;449,12
13.02.2019;07 - 08;468,22
13.02.2019;08 - 09;474,39
13.02.2019;09 - 10;463,72
13.02.2019;10 - 11;460,09
13.02.2019;11 - 12;457,15
13.02.2019;12 - 13;452,06
13.02.2019;13 - 14;452,15
13.02.2019;14 - 15;453,62
13.02.2019;15 - 16;458,72
13.02.2019;16 - 17;469,1
13.02.2019;17 - 18;475,96
13.02.2019;18 - 19;479
13.02.2019;19 - 20;475,77
13.02.2019;20 - 21;465,87
13.02.2019;21 - 22;454,8
13.02.2019;22 - 23;450,39
13.02.2019;23 - 00;433,64
14.02.2019;00 - 01;421,67
14.02.2019;01 - 02;420,59
14.02.2019;02 - 03;420,11
14.02.2019;03 - 04;420,01
14.02.2019;04 - 05;420,11
14.02.2019;05 - 06;434,66
14.02.2019;06 - 07;448,15
14.02.2019;07 - 08;461,73
14.02.2019;08 - 09;464,85
14.02.2019;09 - 10;463,68
14.02.2019;10 - 11;461,43
14.02.2019;11 - 12;450,59
14.02.2019;12 - 13;436,71
14.02.2019;13 - 14;436,23
14.02.2019;14 - 15;441,5
14.02.2019;15 - 16;449,32
14.02.2019;16 - 17;454,59
14.02.2019;17 - 18;459,19
14.02.2019;18 - 19;458,01
14.02.2019;19 - 20;450,49
14.02.2019;20 - 21;439,45
14.02.2019;21 - 22;432,81
14.02.2019;22 - 23;428,31
14.02.2019;23 - 00;417,76
15.02.2019;00 - 01;421,37
15.02.2019;01 - 02;411,71
15.02.2019;02 - 03;407,81
15.02.2019;03 - 04;407,22
15.02.2019;04 - 05;407,12
15.02.2019;05 - 06;426,15
15.02.2019;06 - 07;434,84
15.02.2019;07 - 08;445,18
15.02.2019;08 - 09;448,31
15.02.2019;09 - 10;448,31
15.02.2019;10 - 11;448,79
15.02.2019;11 - 12;435,52
15.02.2019;12 - 13;426,74
15.02.2019;13 - 14;423,13
15.02.2019;14 - 15;425,08
15.02.2019;15 - 16;433,37
15.02.2019;16 - 17;439,13
15.02.2019;17 - 18;442,65
15.02.2019;18 - 19;442,84
15.02.2019;19 - 20;439,23
15.02.2019;20 - 21;432,79
15.02.2019;21 - 22;423,23
15.02.2019;22 - 23;423,23
15.02.2019;23 - 00;412,39
16.02.2019;00 - 01;412,61
16.02.2019;01 - 02;408,5
16.02.2019;02 - 03;407,63
16.02.2019;03 - 04;406,84
16.02.2019;04 - 05;405,87
16.02.2019;05 - 06;404,89
16.02.2019;06 - 07;404,4
16.02.2019;07 - 08;400,79
16.02.2019;08 - 09;405,28
16.02.2019;09 - 10;410,56
16.02.2019;10 - 11;414,76
16.02.2019;11 - 12;412,12
16.02.2019;12 - 13;420,13
16.02.2019;13 - 14;418,18
16.02.2019;14 - 15;417
16.02.2019;15 - 16;416,71
16.02.2019;16 - 17;417,1
16.02.2019;17 - 18;427,46
16.02.2019;18 - 19;428,05
16.02.2019;19 - 20;423,94
16.02.2019;20 - 21;421,21
16.02.2019;21 - 22;420,23
16.02.2019;22 - 23;420,62
16.02.2019;23 - 00;420,23
17.02.2019;00 - 01;409,7
17.02.2019;01 - 02;406,87
17.02.2019;02 - 03;406,87
17.02.2019;03 - 04;405,5
17.02.2019;04 - 05;405,11
17.02.2019;05 - 06;403,84
17.02.2019;06 - 07;404,62
17.02.2019;07 - 08;406,38
17.02.2019;08 - 09;405,6
17.02.2019;09 - 10;414,28
17.02.2019;10 - 11;419,94
17.02.2019;11 - 12;422,38
17.02.2019;12 - 13;421,5
17.02.2019;13 - 14;422,09
17.02.2019;14 - 15;420,72
17.02.2019;15 - 16;419,55
17.02.2019;16 - 17;426,67
17.02.2019;17 - 18;442,86
17.02.2019;18 - 19;451,64
17.02.2019;19 - 20;449,98
17.02.2019;20 - 21;439,35
17.02.2019;21 - 22;422,57
17.02.2019;22 - 23;418,57
17.02.2019;23 - 00;412,33
18.02.2019;00 - 01;404,92
18.02.2019;01 - 02;402,48
18.02.2019;02 - 03;401,31
18.02.2019;03 - 04;400,63
18.02.2019;04 - 05;397,02
18.02.2019;05 - 06;425,89
18.02.2019;06 - 07;444,03
18.02.2019;07 - 08;451,35
18.02.2019;08 - 09;454,57
18.02.2019;09 - 10;453,98
18.02.2019;10 - 11;452,72
18.02.2019;11 - 12;439,84
18.02.2019;12 - 13;430,67
18.02.2019;13 - 14;428,91
18.02.2019;14 - 15;436,82
18.02.2019;15 - 16;444,33
18.02.2019;16 - 17;449,01
18.02.2019;17 - 18;451,35
18.02.2019;18 - 19;450,96
18.02.2019;19 - 20;442,38
18.02.2019;20 - 21;437,01
18.02.2019;21 - 22;429,01
18.02.2019;22 - 23;416,43
18.02.2019;23 - 00;413,4
19.02.2019;00 - 01;405,9
19.02.2019;01 - 02;400,33
19.02.2019;02 - 03;399,55
19.02.2019;03 - 04;399,36
19.02.2019;04 - 05;396,24
19.02.2019;05 - 06;406,77
19.02.2019;06 - 07;428,04
19.02.2019;07 - 08;445,7
19.02.2019;08 - 09;445,31
19.02.2019;09 - 10;431,46
19.02.2019;10 - 11;424,92
19.02.2019;11 - 12;421,21
19.02.2019;12 - 13;419,26
19.02.2019;13 - 14;418,77
19.02.2019;14 - 15;419,65
19.02.2019;15 - 16;419,85
19.02.2019;16 - 17;423,26
19.02.2019;17 - 18;438,09
19.02.2019;18 - 19;439,65
19.02.2019;19 - 20;430,48
19.02.2019;20 - 21;426,09
19.02.2019;21 - 22;418,68
19.02.2019;22 - 23;419,17
19.02.2019;23 - 00;414,68
20.02.2019;00 - 01;414,33
20.02.2019;01 - 02;410,92
20.02.2019;02 - 03;410,14
20.02.2019;03 - 04;410,53
20.02.2019;04 - 05;403,8
20.02.2019;05 - 06;406,24
20.02.2019;06 - 07;423,2
20.02.2019;07 - 08;438,6
20.02.2019;08 - 09;446,88
20.02.2019;09 - 10;444,64
20.02.2019;10 - 11;442,79
20.02.2019;11 - 12;431,77
20.02.2019;12 - 13;426,32
20.02.2019;13 - 14;428,56
20.02.2019;14 - 15;434,7
20.02.2019;15 - 16;437,72
20.02.2019;16 - 17;443,86
20.02.2019;17 - 18;452,44
20.02.2019;18 - 19;453,8
20.02.2019;19 - 20;444,74
20.02.2019;20 - 21;439,18
20.02.2019;21 - 22;429,44
20.02.2019;22 - 23;421,74
20.02.2019;23 - 00;410,72
21.02.2019;00 - 01;404,3
21.02.2019;01 - 02;397
21.02.2019;02 - 03;396,32
21.02.2019;03 - 04;398,37
21.02.2019;04 - 05;401,38
21.02.2019;05 - 06;418,32
21.02.2019;06 - 07;430,78
21.02.2019;07 - 08;444,99
21.02.2019;08 - 09;449,08
21.02.2019;09 - 10;443,63
21.02.2019;10 - 11;435,45
21.02.2019;11 - 12;429,61
21.02.2019;12 - 13;427,08
21.02.2019;13 - 14;426,59
21.02.2019;14 - 15;427,86
21.02.2019;15 - 16;430,19
21.02.2019;16 - 17;439,83
21.02.2019;17 - 18;451,12
21.02.2019;18 - 19;452,09
21.02.2019;19 - 20;450,93
21.02.2019;20 - 21;444,11
21.02.2019;21 - 22;438,18
21.02.2019;22 - 23;428,25
21.02.2019;23 - 00;415,5
22.02.2019;00 - 01;413,1
22.02.2019;01 - 02;402,83
22.02.2019;02 - 03;399,11
22.02.2019;03 - 04;396,57
22.02.2019;04 - 05;403,61
22.02.2019;05 - 06;420,72
22.02.2019;06 - 07;444,19
22.02.2019;07 - 08;448,68
22.02.2019;08 - 09;449,47
22.02.2019;09 - 10;449,66
22.02.2019;10 - 11;447,61
22.02.2019;11 - 12;442,43
22.02.2019;12 - 13;426,98
22.02.2019;13 - 14;422,29
22.02.2019;14 - 15;429,72
22.02.2019;15 - 16;432,16
22.02.2019;16 - 17;442,13
22.02.2019;17 - 18;445,46
22.02.2019;18 - 19;445,46
22.02.2019;19 - 20;440,08
22.02.2019;20 - 21;420,43
22.02.2019;21 - 22;411,53
22.02.2019;22 - 23;412,31
22.02.2019;23 - 00;405,18
23.02.2019;00 - 01;401,52
23.02.2019;01 - 02;398,58
23.02.2019;02 - 03;394,28
23.02.2019;03 - 04;393,11
23.02.2019;04 - 05;393,8
23.02.2019;05 - 06;393,99
23.02.2019;06 - 07;395,85
23.02.2019;07 - 08;396,92
23.02.2019;08 - 09;406,21
23.02.2019;09 - 10;406,6
23.02.2019;10 - 11;401,03
23.02.2019;11 - 12;399,17
23.02.2019;12 - 13;395,55
23.02.2019;13 - 14;390,86
23.02.2019;14 - 15;392,04
23.02.2019;15 - 16;394,09
23.02.2019;16 - 17;404,94
23.02.2019;17 - 18;420,28
23.02.2019;18 - 19;421,84
23.02.2019;19 - 20;415,1
23.02.2019;20 - 21;406,6
23.02.2019;21 - 22;396,24
23.02.2019;22 - 23;403,47
23.02.2019;23 - 00;400,15
24.02.2019;00 - 01;403,79
24.02.2019;01 - 02;402,62
24.02.2019;02 - 03;403,2
24.02.2019;03 - 04;403,1
24.02.2019;04 - 05;401,74
24.02.2019;05 - 06;400,18
24.02.2019;06 - 07;400,96
24.02.2019;07 - 08;398,62
24.02.2019;08 - 09;400,67
24.02.2019;09 - 10;405,15
24.02.2019;10 - 11;410,22
24.02.2019;11 - 12;409,93
24.02.2019;12 - 13;408,37
24.02.2019;13 - 14;407,29
24.02.2019;14 - 15;404,95
24.02.2019;15 - 16;403,59
24.02.2019;16 - 17;403,79
24.02.2019;17 - 18;411
24.02.2019;18 - 19;419,09
24.02.2019;19 - 20;416,46
24.02.2019;20 - 21;415,48
24.02.2019;21 - 22;411,58
24.02.2019;22 - 23;408,37
24.02.2019;23 - 00;402,03
25.02.2019;00 - 01;399,89
25.02.2019;01 - 02;398,23
25.02.2019;02 - 03;396,96
25.02.2019;03 - 04;396,38
25.02.2019;04 - 05;395,11
25.02.2019;05 - 06;400,67
25.02.2019;06 - 07;417,14
25.02.2019;07 - 08;426,49
25.02.2019;08 - 09;432,54
25.02.2019;09 - 10;432,24
25.02.2019;10 - 11;429,81
25.02.2019;11 - 12;407,88
25.02.2019;12 - 13;401,25
25.02.2019;13 - 14;399,98
25.02.2019;14 - 15;399,98
25.02.2019;15 - 16;409,05
25.02.2019;16 - 17;420,94
25.02.2019;17 - 18;428,64
25.02.2019;18 - 19;429,32
25.02.2019;19 - 20;420,84
25.02.2019;20 - 21;408,85
25.02.2019;21 - 22;411,09
25.02.2019;22 - 23;406,32
25.02.2019;23 - 00;398,23
26.02.2019;00 - 01;396,66
26.02.2019;01 - 02;394,22
26.02.2019;02 - 03;391,79
26.02.2019;03 - 04;391,01
26.02.2019;04 - 05;390,72
26.02.2019;05 - 06;397,73
26.02.2019;06 - 07;414,28
26.02.2019;07 - 08;424,51
26.02.2019;08 - 09;431,52
26.02.2019;09 - 10;430,35
26.02.2019;10 - 11;428,02
26.02.2019;11 - 12;414,48
26.02.2019;12 - 13;411,07
26.02.2019;13 - 14;410,49
26.02.2019;14 - 15;410,39
26.02.2019;15 - 16;413,6
26.02.2019;16 - 17;421
26.02.2019;17 - 18;426,36
26.02.2019;18 - 19;428,31
26.02.2019;19 - 20;424,51
26.02.2019;20 - 21;415,75
26.02.2019;21 - 22;409,12
26.02.2019;22 - 23;403,96
26.02.2019;23 - 00;402,11
27.02.2019;00 - 01;406,43
27.02.2019;01 - 02;402,22
27.02.2019;02 - 03;401,54
27.02.2019;03 - 04;400,56
27.02.2019;04 - 05;398,01
27.02.2019;05 - 06;402,12
27.02.2019;06 - 07;418,27
27.02.2019;07 - 08;430,8
27.02.2019;08 - 09;435,98
27.02.2019;09 - 10;434,42
27.02.2019;10 - 11;425,71
27.02.2019;11 - 12;404,67
27.02.2019;12 - 13;403,69
27.02.2019;13 - 14;402,12
27.02.2019;14 - 15;394,98
27.02.2019;15 - 16;400,46
27.02.2019;16 - 17;416,8
27.02.2019;17 - 18;424,14
27.02.2019;18 - 19;424,93
27.02.2019;19 - 20;416,51
27.02.2019;20 - 21;404,37
27.02.2019;21 - 22;403,49
27.02.2019;22 - 23;400,75
27.02.2019;23 - 00;396,84
28.02.2019;00 - 01;397,94
28.02.2019;01 - 02;395,51
28.02.2019;02 - 03;393,47
28.02.2019;03 - 04;394,73
28.02.2019;04 - 05;393,95
28.02.2019;05 - 06;392,69
28.02.2019;06 - 07;402,6
28.02.2019;07 - 08;421,36
28.02.2019;08 - 09;427,28
28.02.2019;09 - 10;414,94
28.02.2019;10 - 11;412,71
28.02.2019;11 - 12;403,18
28.02.2019;12 - 13;402,11
28.02.2019;13 - 14;402,79
28.02.2019;14 - 15;404,35
28.02.2019;15 - 16;405,22
28.02.2019;16 - 17;415,23
28.02.2019;17 - 18;429,42
28.02.2019;18 - 19;437,88
28.02.2019;19 - 20;434,18
28.02.2019;20 - 21;425,44
28.02.2019;21 - 22;419,22
28.02.2019;22 - 23;413,97
28.02.2019;23 - 00;402,7
01.03.2019;00 - 01;403,42
01.03.2019;01 - 02;397,49
01.03.2019;02 - 03;395,93
01.03.2019;03 - 04;399,14
01.03.2019;04 - 05;407,9
01.03.2019;05 - 06;422,2
01.03.2019;06 - 07;440,79
01.03.2019;07 - 08;451,98
01.03.2019;08 - 09;472,12
01.03.2019;09 - 10;471,34
01.03.2019;10 - 11;462,88
01.03.2019;11 - 12;452,56
01.03.2019;12 - 13;447,79
01.03.2019;13 - 14;445,65
01.03.2019;14 - 15;441,86
01.03.2019;15 - 16;443,22
01.03.2019;16 - 17;445,56
01.03.2019;17 - 18;449,54
01.03.2019;18 - 19;453,63
01.03.2019;19 - 20;449,64
01.03.2019;20 - 21;442,93
01.03.2019;21 - 22;438,26
01.03.2019;22 - 23;429,99
01.03.2019;23 - 00;421,81
02.03.2019;00 - 01;429,46
02.03.2019;01 - 02;421,39
02.03.2019;02 - 03;412,93
02.03.2019;03 - 04;406,7
02.03.2019;04 - 05;408,36
02.03.2019;05 - 06;407,77
02.03.2019;06 - 07;416,24
02.03.2019;07 - 08;423,63
02.03.2019;08 - 09;440,94
02.03.2019;09 - 10;441,43
02.03.2019;10 - 11;439,39
02.03.2019;11 - 12;431,6
02.03.2019;12 - 13;422,95
02.03.2019;13 - 14;410,11
02.03.2019;14 - 15;408,84
02.03.2019;15 - 16;412,44
02.03.2019;16 - 17;416,53
02.03.2019;17 - 18;425,87
02.03.2019;18 - 19;436,57
02.03.2019;19 - 20;427,62
02.03.2019;20 - 21;420,13
02.03.2019;21 - 22;413,8
02.03.2019;22 - 23;409,23
02.03.2019;23 - 00;405,73
03.03.2019;00 - 01;402,18
03.03.2019;01 - 02;405,11
03.03.2019;02 - 03;401,01
03.03.2019;03 - 04;399,84
03.03.2019;04 - 05;404,03
03.03.2019;05 - 06;381,49
03.03.2019;06 - 07;391,35
03.03.2019;07 - 08;399,64
03.03.2019;08 - 09;398,86
03.03.2019;09 - 10;410,86
03.03.2019;10 - 11;416,23
03.03.2019;11 - 12;415,84
03.03.2019;12 - 13;414,57
03.03.2019;13 - 14;409,2
03.03.2019;14 - 15;399,55
03.03.2019;15 - 16;387,15
03.03.2019;16 - 17;393,11
03.03.2019;17 - 18;407,74
03.03.2019;18 - 19;418,77
03.03.2019;19 - 20;420,72
03.03.2019;20 - 21;416,42
03.03.2019;21 - 22;412,03
03.03.2019;22 - 23;408,91
03.03.2019;23 - 00;404,62
04.03.2019;00 - 01;405,69
04.03.2019;01 - 02;406,28
04.03.2019;02 - 03;401,11
04.03.2019;03 - 04;402,86
04.03.2019;04 - 05;397,11
04.03.2019;05 - 06;404,72
04.03.2019;06 - 07;412,91
04.03.2019;07 - 08;418,96
04.03.2019;08 - 09;429,6
04.03.2019;09 - 10;433,21
04.03.2019;10 - 11;432,23
04.03.2019;11 - 12;427,25
04.03.2019;12 - 13;419,06
04.03.2019;13 - 14;418,28
04.03.2019;14 - 15;417,89
04.03.2019;15 - 16;418,08
04.03.2019;16 - 17;418,38
04.03.2019;17 - 18;421,69
04.03.2019;18 - 19;420,52
04.03.2019;19 - 20;419,74
04.03.2019;20 - 21;416,52
04.03.2019;21 - 22;417,89
04.03.2019;22 - 23;411,84
04.03.2019;23 - 00;406,08
05.03.2019;00 - 01;411,31
05.03.2019;01 - 02;409,94
05.03.2019;02 - 03;409,36
05.03.2019;03 - 04;409,94
05.03.2019;04 - 05;410,33
05.03.2019;05 - 06;410,24
05.03.2019;06 - 07;413,26
05.03.2019;07 - 08;431,91
05.03.2019;08 - 09;436,21
05.03.2019;09 - 10;436,69
05.03.2019;10 - 11;436,5
05.03.2019;11 - 12;433,38
05.03.2019;12 - 13;429,47
05.03.2019;13 - 14;427,52
05.03.2019;14 - 15;427,32
05.03.2019;15 - 16;433,28
05.03.2019;16 - 17;449,97
05.03.2019;17 - 18;465,59
05.03.2019;18 - 19;475,26
05.03.2019;19 - 20;474,57
05.03.2019;20 - 21;466,08
05.03.2019;21 - 22;453,1
05.03.2019;22 - 23;436,89
05.03.2019;23 - 00;417,75
06.03.2019;00 - 01;422,17
06.03.2019;01 - 02;419,03
06.03.2019;02 - 03;416,68
06.03.2019;03 - 04;417,36
06.03.2019;04 - 05;425,79
06.03.2019;05 - 06;439,22
06.03.2019;06 - 07;445,79
06.03.2019;07 - 08;465,88
06.03.2019;08 - 09;468,43
06.03.2019;09 - 10;468,53
06.03.2019;10 - 11;464,71
06.03.2019;11 - 12;459,12
06.03.2019;12 - 13;454,02
06.03.2019;13 - 14;451,57
06.03.2019;14 - 15;447,26
06.03.2019;15 - 16;441,48
06.03.2019;16 - 17;444,52
06.03.2019;17 - 18;448,24
06.03.2019;18 - 19;449,71
06.03.2019;19 - 20;440,89
06.03.2019;20 - 21;431,19
06.03.2019;21 - 22;422,46
06.03.2019;22 - 23;416,19
06.03.2019;23 - 00;411,19
07.03.2019;00 - 01;417,77
07.03.2019;01 - 02;410,7
07.03.2019;02 - 03;408,54
07.03.2019;03 - 04;408,54
07.03.2019;04 - 05;403,33
07.03.2019;05 - 06;423,37
07.03.2019;06 - 07;439,86
07.03.2019;07 - 08;461,76
07.03.2019;08 - 09;470,21
07.03.2019;09 - 10;467,56
07.03.2019;10 - 11;465,99
07.03.2019;11 - 12;458,52
07.03.2019;12 - 13;450,86
07.03.2019;13 - 14;447,23
07.03.2019;14 - 15;441,04
07.03.2019;15 - 16;436,23
07.03.2019;16 - 17;432,01
07.03.2019;17 - 18;438,98
07.03.2019;18 - 19;442,12
07.03.2019;19 - 20;442,03
07.03.2019;20 - 21;426,61
07.03.2019;21 - 22;421,99
07.03.2019;22 - 23;418,26
07.03.2019;23 - 00;411,58
08.03.2019;00 - 01;413,11
08.03.2019;01 - 02;410,07
08.03.2019;02 - 03;408,3
08.03.2019;03 - 04;407,91
08.03.2019;04 - 05;407,22
08.03.2019;05 - 06;408,01
08.03.2019;06 - 07;416,15
08.03.2019;07 - 08;427,81
08.03.2019;08 - 09;433,4
08.03.2019;09 - 10;433,5
08.03.2019;10 - 11;431,44
08.03.2019;11 - 12;425,56
08.03.2019;12 - 13;420,17
08.03.2019;13 - 14;415,17
08.03.2019;14 - 15;411,24
08.03.2019;15 - 16;411,05
08.03.2019;16 - 17;413,3
08.03.2019;17 - 18;419,97
08.03.2019;18 - 19;432,03
08.03.2019;19 - 20;430,85
08.03.2019;20 - 21;427,42
08.03.2019;21 - 22;422,91
08.03.2019;22 - 23;418,01
08.03.2019;23 - 00;414,09
09.03.2019;00 - 01;423,16
09.03.2019;01 - 02;420,4
09.03.2019;02 - 03;418,72
09.03.2019;03 - 04;417,63
09.03.2019;04 - 05;418,13
09.03.2019;05 - 06;420,3
